source,target,score
112.0,341.0,0.9104477611940298
112.0,130.0,0.9402985074626866
112.0,163.0,0.9253731343283582
112.0,83.0,0.9104477611940298
112.0,389.0,0.9253731343283582
112.0,269.0,0.9104477611940298
112.0,333.0,0.9104477611940298
112.0,205.0,0.9104477611940298
112.0,153.0,0.9552238805970149
112.0,122.0,0.9104477611940298
112.0,369.0,0.9104477611940298
112.0,85.0,0.9701492537313433
164.0,357.0,0.9253731343283582
164.0,260.0,0.9104477611940298
164.0,215.0,0.9104477611940298
164.0,360.0,0.9402985074626866
164.0,68.0,0.9253731343283582
164.0,83.0,0.9402985074626866
164.0,333.0,0.9402985074626866
164.0,205.0,0.9402985074626866
164.0,287.0,0.9552238805970149
164.0,122.0,0.9104477611940298
164.0,85.0,0.9402985074626866
104.0,54.0,0.9104477611940298
104.0,11.0,0.9402985074626866
104.0,255.0,0.9253731343283582
104.0,374.0,0.9104477611940298
104.0,260.0,0.9104477611940298
104.0,269.0,0.9402985074626866
95.0,310.0,0.9104477611940298
95.0,4.0,0.9104477611940298
95.0,188.0,0.9104477611940298
95.0,80.0,0.9253731343283582
95.0,333.0,0.9104477611940298
58.0,392.0,0.9552238805970149
58.0,315.0,0.9402985074626866
58.0,48.0,0.9402985074626866
58.0,164.0,0.9253731343283582
58.0,58.0,1.0
58.0,320.0,0.9552238805970149
58.0,133.0,0.9253731343283582
58.0,397.0,0.9253731343283582
58.0,363.0,0.9104477611940298
58.0,185.0,0.9104477611940298
58.0,331.0,0.9104477611940298
58.0,160.0,0.9552238805970149
58.0,241.0,0.9253731343283582
58.0,224.0,0.9701492537313433
58.0,76.0,0.9104477611940298
58.0,337.0,0.9104477611940298
58.0,250.0,0.9402985074626866
58.0,213.0,0.9104477611940298
58.0,388.0,0.9104477611940298
58.0,183.0,0.9552238805970149
